Yapılacak şey;Şehir;Yer Adı;Açıklama (TR);Description (EN);
;Rovaniemi;Restaurant Gaissa;Mevsimsel Arktik malzemelerle modern mutfak. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Modern cuisine with seasonal Arctic ingredients. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;San Sebastian;Ganbara;Mevsimsel mantar pintxoslarıyla ünlü. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Famous for seasonal mushroom pintxos. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;Venedik;Caffe Quadri;Meydanın diğer tarafındaki tarihi rakip, Avusturya askerlerinin favorisiydi. Michelin yıldızlı restoran ve zarif kafe.;Historic rival on other side of square, was favorite of Austrian soldiers. Michelin-starred restaurant and elegant cafe.;
;Singapur;Song Fa Bak Kut Teh;Michelin Bib Gourmand ödüllü domuz kaburga çorbası. Yerel favorisi, baharatlı et ve geleneksel lezzet.;Michelin Bib Gourmand-awarded pork rib soup. Local favorite, spicy meat, and traditional flavor.;
;Prag;Eska;Michelin Bib Gourmand ödüllü, eski bir fabrika binasında yer alan modern fırın ve restoran. Fermente patatesi ünlü.;Michelin Bib Gourmand awarded modern bakery and restaurant in an old factory building. Famous for fermented potatoes.;
;San Sebastian;A Fuego Negro;Michelin rehberine giren, avangard sunumları ve yaratıcı kombinasyonlarıyla sınırları zorlayan pintxos barı. Duman efektleri, beklenmedik tatlar ve sanatsal tabak sunumlarıyla, gastronomi macerası.;A pintxos bar pushing boundaries with avant-garde presentations and creative combinations, listed in Michelin guide. A gastronomic adventure with smoke effects, unexpected tastes, and artistic plating.;
;Hong Kong;Tim Ho Wan;Michelin yıldızlı en ucuz restoran, dim sum efsanesi. Baked BBQ pork buns, hong kong tarzı.;Cheapest Michelin-starred restaurant, dim sum legend. Baked BBQ pork buns, Hong Kong style.;
;Singapur;Tian Tian Chicken Rice;Michelin yıldızlı en ucuz yemek, Maxwell'deki Hainanese chicken rice efsanesi. Anthony Bourdain favorisi.;Cheapest Michelin-starred meal, Hainanese chicken rice legend at Maxwell. Anthony Bourdain's favorite.;
;Dublin;Chapter One;Michelin yıldızlı fine-dining, çağdaş İrlanda mutfağı. Dublin'in en prestijli restoranlarından, tadım menüleri.;Michelin-starred fine-dining with contemporary Irish cuisine. One of Dublin's most prestigious restaurants, tasting menus.;
;Hong Kong;Yat Lok;Michelin yıldızlı kaz rosto uzmanı, Central'da. Dünya çapında ünlü, sade mekan, muhteşem ördek.;Michelin-starred roast goose specialist in Central. Worldwide famous, simple venue, magnificent duck.;
;Singapur;Candlenut;Michelin yıldızlı Peranakan mutfağı, geleneksel tarifler modern sunumla. Singapur'un yerel fine-dining'i.;Michelin-starred Peranakan cuisine with traditional recipes in modern presentation. Singapore's local fine-dining.;
;Edinburgh;The Scran & Scallie;Michelin yıldızlı şeflerin işlettiği, geleneksel İskoç yemeklerini modern bir dokunuşla sunan gastropub.;Gastropub run by Michelin-starred chefs serving traditional Scottish dishes with a modern twist.;
;Bangkok;Raan Jay Fai;Michelin yıldızlı sokak yemeği kraliçesi! Kayak gözlüklü teyzenin yengeçli omleti (Crab Omelette) efsane.;Queen of Michelin street food! Auntie with ski goggles' crab omelette is legendary.;
;Viyana;Tian Bistro;Michelin yıldızlı Tian'ın daha rahat bistro versiyonu. Spittelberg'in şirin sokağında %100 vejetaryen gurme lezzetler.;More casual bistro version of Michelin-starred Tian. 100% vegetarian gourmet flavors in the cute street of Spittelberg.;
;Brugge;Sans Cravate;Michelin yıldızlı yaratıcı Belçika mutfağı. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Michelin starred creative Belgian cuisine. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;Bologna;Oltre;Michelin yıldızlı yaratıcı mutfak. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Michelin starred creative cuisine. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;Prag;Field;Michelin yıldızlı yaratıcı restoran. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Michelin starred creative restaurant. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;Berlin;tulus lotrek;Michelin yıldızlı, yaratıcı ve sınırları zorlayan bir fine-dining restoranı. Ormanın içindeymiş hissi veren duvar kağıtları ve rahat atmosferiyle, lezzet odaklı unutulmaz bir tadım menüsü sunuyor.;A Michelin-starred, creative, and boundary-pushing fine-dining restaurant. Offers an unforgettable flavor-focused tasting menu in a relaxed atmosphere with wallpapers giving the feeling of being in a forest.;
;Paris;Alliance;Michelin yıldızlı, zarif ve dingin bir restoran. Şef Toshitaka Omiya'nın Fransız mutfağına kattığı modern ve yaratıcı dokunuşlar.;Innovative restaurant serving creative tasting menus with locally sourced ingredients.;
;Brugge;Chez Olivier;Midye ve deniz ürünleri. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Mussels and seafood. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;İstanbul;Mikla Bar;Mikla Bar, Beyoğlu gece hayatının nabzını tutan, enerjisi yüksek bir mekan. Özel kokteylleri, müziği ve canlı atmosferiyle arkadaşlarınızla keyifli vakit geçirebileceğiniz popüler bir adres.;Mikla Bar is one of the most exciting stops in İstanbul's nightlife. This venue in Beyoğlu adds color to the night with its special cocktails, live music and energetic atmosphere.;
;İstanbul;Mikla Restaurant;Mikla Restaurant, İstanbul'un Beyoğlu semtinde, fine dining, manzara, modern atmosferiyle dikkat çeken özel bir mekandır.;Mikla Restaurant is a unique spot in Istanbul's Beyoğlu district.;
;Milano;Chinatown (Via Paolo Sarpi);Milano'nun Çin mahallesi. Araçsız cadde, harika Asya street food, uygun fiyatlı alışveriş. Ravioleria Sarpi meşhur.;Milan's Chinatown. Car-free street, great Asian street food, affordable shopping. Ravioleria Sarpi famous.;
;Milano;Giacomo Bulleri (Da Giacomo);Milano'nun eski moda şıklığını yaşatan, taze deniz ürünleri ve kusursuz servisiyle ünlü, şehrin en saygın restoranlarından biri.;A Milanese institution known for its impeccable seafood, historic wood-paneled interior, and a clientele that includes the city's fashion and business elite.;
;Barcelona;Milk Bar & Bistro;Milk Bar & Bistro, Gothic Quarter sokaklarında keyifli bir mola vermek için harika bir seçenek. Samimi atmosferi, lezzetli kahveleri ve tatlılarıyla gününüze enerji katacak sıcak bir mekan.;A beloved brunch spot in El Born serving generous portions of comfort food and excellent cocktails.;
;Lucerne;Mill'Feu;Mill'Feu, Lucerne'nin gastronomi sahnesinde önemli bir yere sahip. Altstadt'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;Mill'Feu hosts gourmets in Altstadt as one of the best representatives of Lucerne's cuisine. Fresh ingredients from local farmers, recipes passed down through generations, and masterful presentations satisfy every palate.;
;Sintra;Sintra Terrace;Milli Saray'ın ikonik bacalarına karşı yemek yiyebileceğiniz, manzarasıyla büyüleyen bir teras restoranı. Turistik merkezin kalbinde olmasına rağmen, açık havada oturup şehrin tarihi dokusunu izleyerek soluklanmak için harika bir mola noktası.;A terrace restaurant enchanting with its view where you can dine against the iconic chimneys of the National Palace. Although in the heart of the tourist center, it is a great stop to take a breath by sitting outdoors and watching the historic texture of the city.;
;Belgrad;Homa;Minimalist dekorasyonu ve yaratıcı menüsüyle Michelin rehberine girmiş restoran.;Restaurant entered Michelin guide with its minimalist decoration and creative menu.;
;Brugge;Park Restaurant;Minnewater parkına bakan, romantik konumu ve yaratıcı mutfağıyla dikkat çeken restoran. Gün batımında terasta yemek, şehrin en romantik deneyimlerinden biri.;A restaurant overlooking Minnewater park, notable for romantic location and creative cuisine. Dining on the terrace at sunset is one of the city's most romantic experiences.;
;Gaziantep;Ocakbaşı Ali Usta;Misafirlerin ocağın çevresinde oturup şefi izlediği, interaktif Antep kebap deneyimi. Taze kıyma, usta eli ve kömür ateşiyle, otantik ocakbaşı atmosferi.;An interactive Antep kebab experience where guests sit around the fire and watch the chef. Authentic ocakbaşı atmosphere with fresh minced meat, master's hand, and charcoal fire.;
;Berlin;"La Esperanza Restaurant & Tapas Bar ""Mitte""";"Mitte'de İspanyol mutfağının sıcaklığını ve ""yaşama sevincini"" yansıtan otantik bir tapas bar. Geleneksel ve modern tapaslar, Valensiya usulü paella ve taze deniz ürünleri sunuyor.";"An authentic tapas bar in Mitte reflecting the warmth and ""joie de vivre"" of Spanish cuisine. Offers traditional and modern tapas, Valencian-style paella, and fresh seafood.";
;İstanbul;Pandeli;Mısır Çarşısı'nın girişinde, mavi çinilerle kaplı duvarları ve tarihi atmosferiyle büyüleyen ikonik bir restoran. Geçmişte Mustafa Kemal Atatürk, Kraliçe II. Elizabeth gibi isimleri ağırlamış olan mekan, Hünkar Beğendi ve kağıtta levrek gibi klasikleriyle ünlü.;Pandeli hosts gastronomy enthusiasts in Eminönü as one of İstanbul's most prestigious restaurants. With the chef's signature dishes, seasonal menus and careful wine selection, it's a perfect choice for special evenings.;
;Kahire;Sobhy Kaber;Mısır kahvaltısının en iyi adreslerinden biri, fuul, falafel ve taze ekmek ile. Sabah kuyruğu, yerel deneyim ve uygun fiyat.;One of the best addresses for Egyptian breakfast with fuul, falafel, and fresh bread. Morning queue, local experience, and affordable price.;
;Kahire;Gad;Mısır'ın en popüler fast-food zinciri, koşeri, fuul ve taamiye ile ünlü. Hızlı servis, uygun fiyat ve geleneksel Mısır sokak yemekleri.;Egypt's most popular fast-food chain famous for koshari, fuul, and taamiye. Quick service, affordable price, and traditional Egyptian street food.;
;Kahire;Koshary Abou Tarek;Mısır'ın ulusal yemeği koşeri'nin en ünlü adresi, yarım yüzyıldır hizmet veren efsane lokanta. Makarna, pirinç, mercimek ve domates sosuyla doyurucu lezzet.;The most famous address for Egypt's national dish koshari, a legendary restaurant serving for half a century. Satisfying flavor with pasta, rice, lentils, and tomato sauce.;
;İstanbul;MOC;MOC, Kadıköy sokaklarında keyifli bir mola vermek için harika bir seçenek. Samimi atmosferi, lezzetli kahveleri ve tatlılarıyla gününüze enerji katacak sıcak bir mekan.;MOC offers one of the finest examples of İstanbul's coffee culture. This cozy venue in Kadıköy is ideal for a break with its carefully crafted drinks, homemade desserts and peaceful atmosphere.;
;Heidelberg;Hackteufel;Modern Alman gurme mutfağı. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Modern German gourmet cuisine. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;Lucerne;Bodu;Modern Asya mutfağı sunan şık restoran, sushi ve dim sum. Fusion lezzetler, sofistike ortam.;Elegant restaurant serving modern Asian cuisine with sushi and dim sum. Fusion flavors, sophisticated setting.;
;Dubai;21grams;Modern Balkan mutfağı sunan şık bistro. Özellikle kahvaltı ve brunch için popüler.;Chic bistro serving modern Balkan cuisine. Especially popular for breakfast and brunch.;
;Belgrad;Restoran 27;Modern Balkan mutfağını yaratıcı bir şekilde sunan, genç şeflerin imza restoranı. Mevsimlik menü, özenli sunum ve fine-dining deneyimi.;A signature restaurant by young chefs creatively presenting modern Balkan cuisine. Seasonal menu, careful presentation and fine-dining experience.;
;San Sebastian;KATA4;Modern Bask mutfağı ve yaratıcı kokteyllerle öne çıkan çağdaş restoran-bar. Akşam yemeği ve sonrasında içki için tek adreste sofistike deneyim.;A contemporary restaurant-bar standing out with modern Basque cuisine and creative cocktails. Sophisticated experience at one address for dinner and drinks afterward.;
;San Sebastian;Bar Zeruko;Modern Bask mutfağının avangard pintxoslarını sunan, yaratıcı sunumları ve deneysel lezzetleriyle ünlü bar. Görsel şölen, moleküler teknikler ve sıra dışı kombinasyonlarla, yenilikçi mutfak deneyimi.;A bar serving avant-garde pintxos of modern Basque cuisine, famous for creative presentations and experimental flavors. An innovative culinary experience with visual feast, molecular techniques, and unusual combinations.;
