Şehir;Yer Adı;Kategori;Açıklama (TR);Description (EN);Rating
Tromso;Kjølen;Doğa;Tromsø yakınındaki dağ bölgesi, kayak ve yürüyüş. Kış sporları, yaz trekkingleri ve arktik doğa.;Mountain area near Tromsø for skiing and hiking. Winter sports, summer treks, and Arctic nature.;4.4
Tromso;Kongsparken;Park;Şehir merkezindeki yeşil park, heykeller ve dinlenme alanları. Piknik, yürüyüş ve şehir oazı.;Green park in city center with sculptures and rest areas. Picnic, walking, and city oasis.;4.3
Tromso;Krane Art Gallery;Kültür;Çağdaş sanat galerisi, resim ve heykel sergileri. Norveç ve uluslararası sanatçılar, satış ve koleksiyon.;Contemporary art gallery with painting and sculpture exhibitions. Norwegian and international artists, sales and collection.;4.3
Tromso;Kurbadet;Kültür;Tarihi kaplıca binası, kültürel etkinliklere ve sergilere ev sahipliği yapıyor. Art nouveau mimarisi, şehir merkezi ve topluluk mekanı.;Historic spa building hosting cultural events and exhibitions. Art nouveau architecture, city center, and community venue.;4.6
Tromso;Kvaløya Husky;Deneyim;Kvaløya adasında, daha butik ve kişisel bir köpek kızağı deneyimi sunan aile işletmesi.;Family business on Kvaløya island offering a more boutique and personal dog sledding experience.;4.8
Tromso;Ludwig Mack Statue;Görülmesi Gereken Yerler;Mack Bira'nın kurucusu Ludwig Mack'in anıt heykeli. Yerel tarih, bira mirası ve şehir simgesi.;Monument statue of Ludwig Mack, founder of Mack Brewery. Local history, beer heritage, and city symbol.;4.8
Tromso;Lyngen Alps Viewpoint;Manzara;Breivikeidet feribot iskelesinden Lyngen Alpleri'nin karlı zirvelerini izleme noktası.;Point to watch snowy peaks of Lyngen Alps from Breivikeidet ferry dock.;4.8
Tromso;Lyngen Lodge;Konaklama;Lyngen Alpleri'nin kalbinde lüks butik otel. Kayak ve doğa tutkunları için özel hizmet verir.;Luxury boutique hotel in the heart of Lyngen Alps. Provides special service for ski and nature lovers.;4.7
Tromso;Mack Bryggerier;Görülmesi Gereken Yerler;Dünyanın en kuzeyindeki tarihi bira fabrikası. Turlar düzenlenir ve tadım yapılabilir.;World's northernmost historic brewery. Tours are organized and tasting is possible.;4.5
Tromso;Magic Ice Bar Tromsø;Eğlence;Tamamen buzdan yapılmış bar, buz heykelleri ve soğuk kokteyller. Benzersiz deneyim, ısıtmalı kıyafetler ve kış büyüsü.;Bar made entirely of ice with ice sculptures and cold cocktails. Unique experience, heated clothing, and winter magic.;4.2
Tromso;Mathallen Tromsø;Restoran;Yerel lezzetlerin bir arada olduğu yemek salonu. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Food hall with various local flavors. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;4.5
Tromso;Meieriet Chocolate Café;Kafe;El yapımı çikolata ve tatlılar. Günün yorgunluğunu atmak ve lezzetli bir kahve eşliğinde dinlenmek için en doğru adreslerden biri. Mekanın sıcak ambiyansı ve sunduğu tatlı sürprizler, molanızı keyfe dönüştürecek.;Handmade chocolates and desserts. One of the right addresses to relieve the tiredness of the day and relax with a delicious coffee. The warm ambiance of the venue and the sweet surprises it offers will turn your break into pleasure.;4.7
Tromso;Nattmålsfjellet;Doğa;Ersfjord'a tepeden bakan, nispeten kolay ama manzarası ödüllü bir yürüyüş rotası.;Relatively easy but rewarding hiking route overlooking Ersfjord.;4.5
Tromso;Nerstranda Shopping;Alışveriş;Şehir merkezinin ana alışveriş merkezi. Bölgeye özgü ürünleri keşfetmek ve sevdiklerinize hediyeler almak için uğramanız gereken bir yer. Renkli dükkanlar ve canlı atmosfer, alışveriş deneyiminizi çok daha keyifli hale getirecek.;Main shopping center in city center. A place you must stop by to discover region-specific products and buy gifts for your loved ones. Colorful shops and a lively atmosphere will make your shopping experience much more enjoyable.;4.2
Tromso;Nordnorsk Kunstmuseum (Shop);Alışveriş;Kuzey Norveç Sanat Müzesi'nin tasarım ürünleri ve sanat kitapları satan mağazası.;Shop of Northern Norway Art Museum selling design products and art books.;4.2
Tromso;Nordtinden;Doğa;Kuzey tepesi anlamına gelen dağ zirvesi, zorlu tırmanış ve ödüllendirici panorama. Macera, outdoor ve zirveler.;Mountain peak meaning 'North Peak' for challenging climb and rewarding panorama. Adventure, outdoor, and summits.;5
Tromso;Norges Råfisklag;Ticaret;Norveç'in ham balık kooperatifi binası, balıkçılık tarihi ve ekonomi. Endüstriyel miras ve yerel yaşam.;Norwegian raw fish cooperative building with fishing history and economy. Industrial heritage and local life.;5
Tromso;Norrøna Concept Store;Alışveriş;Norveç outdoor giyim markasının konsept mağazası. Tırmanış, kayak ve macera ekipmanları.;Concept store of Norwegian outdoor clothing brand. Climbing, skiing, and adventure equipment.;4.4
Tromso;Northern Lights Chase;Aktivite;Minibüslerle ışıkların en iyi görüldüğü yere (bazen Finlandiya sınırına kadar) gidilen av turları.;Hunting tours going to where lights are seen best (sometimes to Finland border) with minibuses.;4.6
Tromso;Northern Lights Observatory;Deneyim;Kuzey ışıkları izleme turları ve bilim merkezi. Sıradan bir gezinin ötesine geçip unutulmaz anılar biriktirmek isteyenler için benzersiz bir fırsat. Bu aktivite, seyahatinize heyecan ve renk katarak size farklı bir perspektif kazandıracak.;Northern lights viewing tours and science center. A unique opportunity for those who want to go beyond an ordinary trip and collect unforgettable memories. This activity will add excitement and color to your travel, giving you a different perspective.;4.8
Tromso;Northern Norwegian Art Museum;Müze;Kuzey Norveç sanatçılarının eserleri. Sanat ve tarih severlerin mutlaka görmesi gereken bu müze, zengin koleksiyonuyla dikkat çekiyor. Sergilenen eserler, bölgenin kültürel mirasını derinlemesine anlamanızı sağlayacak.;Works by Northern Norwegian artists. A must-see for art and history lovers, this museum stands out with its rich collection. The exhibited works will allow you to deeply understand the region's cultural heritage.;4.4
Tromso;OffTrack Observation Center;Aktivite;Şehir ışıklarından uzakta, sıcak bir ortamda kuzey ışıklarını bekleyebileceğiniz merkez.;Center where you can wait for northern lights in a warm environment, away from city lights.;5
Tromso;Oldervik;Doğa;Küçük kıyı köyü, deniz kenarı yaşam ve balıkçı geleneği. Sakin ortam, doğa yürüyüşleri ve arktik köy.;Small coastal village with seaside life and fishing tradition. Quiet setting, nature walks, and Arctic village.;4.6
Tromso;Ornfløya;Doğa;Kartal tepesi anlamına gelen zirve, zorlu trekking ve muhteşem manzara. Outdoor macera, dağ yürüyüşü ve doğa.;Peak meaning 'Eagle Mountain' for challenging trekking and magnificent views. Outdoor adventure, mountain hiking, and nature.;4.9
Tromso;Perspective Museum;Müze;Yerel fotoğraf ve sanat sergileri. Sanat ve tarih severlerin mutlaka görmesi gereken bu müze, zengin koleksiyonuyla dikkat çekiyor. Sergilenen eserler, bölgenin kültürel mirasını derinlemesine anlamanızı sağlayacak.;Local photography and art exhibitions. A must-see for art and history lovers, this museum stands out with its rich collection. The exhibited works will allow you to deeply understand the region's cultural heritage.;4.3
Tromso;Polar Museum;Müze;Kutup keşifleri ve avcılık tarihini anlatan müze. Sanat ve tarih severlerin mutlaka görmesi gereken bu müze, zengin koleksiyonuyla dikkat çekiyor. Sergilenen eserler, bölgenin kültürel mirasını derinlemesine anlamanızı sağlayacak.;Kutup keşifleri ve avcılık tarihini anlatan müze. A must-see for art and history lovers, this museum stands out with its rich collection. The exhibited works will allow you to deeply understand the region's cultural heritage.;4.6
Tromso;Polaria;Müze;Kutup deniz yaşamını tanıtan akvaryum ve merkez. Sanat ve tarih severlerin mutlaka görmesi gereken bu müze, zengin koleksiyonuyla dikkat çekiyor. Sergilenen eserler, bölgenin kültürel mirasını derinlemesine anlamanızı sağlayacak.;Kutup deniz yaşamını tanıtan akvaryum ve merkez. A must-see for art and history lovers, this museum stands out with its rich collection. The exhibited works will allow you to deeply understand the region's cultural heritage.;4.5
Tromso;Polstjerna;Müze;Cam bir bina içinde korunan tarihi fok avlama gemisi. Polaria'nın hemen yanındadır.;Historic sealing ship preserved inside a glass building. Right next to Polaria.;4.3
Tromso;Port of Tromsø;Görülmesi Gereken Yerler;Kuzeyin en işlek limanlarından biri. Dev cruise gemileri ve balıkçı tekneleri bir arada.;One of the busiest ports in the north. Giant cruise ships and fishing boats together.;4.7
Tromso;Posthallen;Görülmesi Gereken Yerler;Tarihi posta binasında kültür ve alışveriş merkezi. Restoranlar, butikler ve topluluk etkinlikleri.;Culture and shopping center in historic post office building. Restaurants, boutiques, and community events.;4.5
Tromso;Prestvannet Lake;Park;Şehir merkezinin tepesinde huzurlu bir göl. Doğayla iç içe, huzur dolu anlar yaşamak isteyenler için mükemmel bir kaçış noktası. Şehrin gürültüsünden uzaklaşıp nefes almak ve harika fotoğraflar çekmek için birebir.;Şehir merkezinin tepesinde huzurlu bir göl. A perfect getaway for those who want to experience peaceful moments in nature. Ideal for getting away from the city noise, taking a breath, and capturing great photos.;4.6
Tromso;Prostneset;Ulaşım;Limanın burnundaki manzara noktası, fiyort panoraması ve gün batımı. Fotoğrafçılık, yürüyüş ve arktik manzara.;Viewpoint at harbor tip with fjord panorama and sunset. Photography, walking, and Arctic scenery.;4.2
Tromso;Pust Tromsø;Aktivite;Limanın ortasında yüzen sauna. Buz gibi suya atlayıp sonra ısınmak için harika bir deneyim.;Floating sauna in the middle of the harbor. Great experience to jump into icy water and then warm up.;4.5
Tromso;Raketten Bar & Pølse;Yeme & İçme;Norveç'in en küçük barı olarak bilinen tarihi büfe. Sosisli sandviçleri efsanedir.;Historic kiosk known as Norway's smallest bar. Its hot dogs are legendary.;4.7
Tromso;Ramfjord;Doğa;Tromsø yakınındaki fiyort, balıkçılık ve outdoor aktiviteler. Balık tutma, tekne turları ve doğal güzellik.;Fjord near Tromsø for fishing and outdoor activities. Fishing, boat tours, and natural beauty.;4.7
Tromso;Reimper's;Kültür;Liman bölgesinde deniz ürünleri ve Norveç mutfağı sunan şık restoran. Taze balık, romantik yemekler ve liman manzarası.;Elegant restaurant serving seafood and Norwegian cuisine in harbor area. Fresh fish, romantic dining, and harbor views.;4.5
Tromso;Rekvik Beach;Plaj;Arktik Okyanus'a bakan sakin kum plajı. Doğayla iç içe, huzur dolu anlar yaşamak isteyenler için mükemmel bir kaçış noktası. Şehrin gürültüsünden uzaklaşıp nefes almak ve harika fotoğraflar çekmek için birebir.;Peaceful sandy beach facing Arctic Ocean. A perfect getaway for those who want to experience peaceful moments in nature. Ideal for getting away from the city noise, taking a breath, and capturing great photos.;4.6
Tromso;Risø Mat & Kaffebar;Kafe;Şehrin en iyi kahvesi ve tarçınlı çörekleri. Günün yorgunluğunu atmak ve lezzetli bir kahve eşliğinde dinlenmek için en doğru adreslerden biri. Mekanın sıcak ambiyansı ve sunduğu tatlı sürprizler, molanızı keyfe dönüştürecek.;Şehrin en iyi kahvesi ve tarçınlı çörekleri. One of the right addresses to relieve the tiredness of the day and relax with a delicious coffee. The warm ambiance of the venue and the sweet surprises it offers will turn your break into pleasure.;4.8
Tromso;Roald Amundsen Statue;Görülmesi Gereken Yerler;Ünlü kutup kaşifi Roald Amundsen'in limana bakan heykeli. Şehrin keşif ruhunu simgeler.;Statue of famous polar explorer Roald Amundsen looking at the harbor. Symbolizes the city's spirit of exploration.;4.4
Tromso;Rådstua Teaterhus;Kültür;Tromsø'nun tarihi tiyatro binası, konserler ve performanslar. Norveç sanatı, kültür geceleri ve yerel prodüksiyonlar.;Tromsø's historic theater building with concerts and performances. Norwegian art, culture nights, and local productions.;4.4
Tromso;Rødbanken;Görülmesi Gereken Yerler;Tarihi eski banka binası, şimdi bar ve restoran olarak hizmet veriyor. Art deco mimari, kokteyller ve gece hayatı.;Historic old bank building, now serving as bar and restaurant. Art deco architecture, cocktails, and nightlife.;4.4
Tromso;Rødtind;Doğa;Kvaløya'da yer alan, hem yaz yürüyüşü hem de kışın tur kayağı için çok popüler bir tepe.;Very popular hill on Kvaløya for both summer hiking and winter ski touring.;4.4
Tromso;Sandnessundet Bridge;Manzara;Kvaløya'yı ana karaya bağlayan köprü, manzaralı sürüş. Fiyort geçişi, fotoğrafçılık ve ulaşım.;Bridge connecting Kvaløya to mainland for scenic drive. Fjord crossing, photography, and transport.;5
Tromso;Science Centre of Northern Norway (Nordnorsk Vitensenter);Müze;Kuzey ışıkları planetaryumu ve interaktif bilim sergileriyle dolu keşif merkezi.;Discovery center full of Northern Lights planetarium and interactive science exhibitions.;4.5
Tromso;Sherpatrappa;Doğa;Nepalli şerpalar tarafından yapılan, Fjellheisen'e çıkan 1200 basamaklı taş merdiven. Manzara her adımda güzelleşir.;1200 stone steps built by Nepalese sherpas leading up to Fjellheisen. View gets better with every step.;4.7
Tromso;Skansen Fort;Tarihi;18. yüzyıldan kalma tarihi kale kalıntısı, şehir manzarası ve tarihi yürüyüş. Norveç savunma tarihi, fotoğrafçılık ve keşif.;18th-century historic fort remains with city views and historic walk. Norwegian defense history, photography, and exploration.;4.5
Tromso;Skansen Quay;Manzara;Tarihi liman bölgesi ve balıkçı tekneleri. Şehrin en etkileyici manzaralarından birini sunan bu nokta, fotoğraf tutkunları için adeta bir cennet. Özellikle gün batımında büründüğü renkler, ziyaretçilere görsel bir şölen yaşatıyor.;Historic harbor area and fishing boats. Offering one of the most impressive views of the city, this spot is a paradise for photography enthusiasts. The colors it takes on, especially at sunset, provide a visual feast for visitors.;4.4
Tromso;Skarven Restaurant;Restoran;Liman manzaralı geleneksel balık yemekleri. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Traditional fish dishes with harbor view. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;4.5
Tromso;Skittenelv Camping;Konaklama;Doğa içinde kamp alanı, kulübeler ve karavan parkı. Kuzey Işıkları izleme, huzurlu konaklama ve fiyort kenarı.;Campsite in nature with cabins and caravan park. Northern Lights viewing, peaceful accommodation, and fjordside.;3
Tromso;Skulsfjord;Doğa;Tromsø yakınındaki fiyort, balıkçılık ve doğa aktiviteleri. Tekne turları, balık tutma ve arktik manzara.;Fjord near Tromsø for fishing and nature activities. Boat tours, fishing, and Arctic scenery.;4.5
Tromso;Small Projects;Kültür;Bağımsız sanat galerisi ve alternatif sanat mekanı. Yerel sanatçılar, deneysel çalışmalar ve kültür.;Independent art gallery and alternative art venue. Local artists, experimental works, and culture.;4.1
