Şehir;Yer Adı;Kategori;Bölge;Rating;Açıklama (TR);Description (EN)
Sevilla;Maldito Cocktail Bar;Restoran;C. Boteros;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 205+ ziyaretçi tarafından değerlendirildi.;Sophisticated cocktail bar with creative mixology and quality spirits.
Sevilla;Manolo Bakes;Cafe;CC Nervión;4.8;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Quality establishment offering great experience and warm hospitality.
Sevilla;Marabunda Sevilla Restaurante tapas Bar;Restoran;Jesús del Gran Poder;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 2468+ ziyaretçi tarafından değerlendirildi.;Stylish bar with quality drinks and welcoming atmosphere.
Sevilla;Maria Luisa Park;Park;María Luisa;4.5;Sevilla'nın ana parkı. Egzotik bitkiler, çeşmeler ve Plaza de España'yı içinde barındıran yeşil vaha.;Seville's main public park. A green oasis containing exotic plants, fountains, and the Plaza de España.
Sevilla;Mariquita Brunch;Restoran;C. Javier Lasso de la Vega;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 344+ ziyaretçi tarafından değerlendirildi.;Popular brunch spot with delicious morning fare and quality coffee.
Sevilla;Mercadillo de los Jueves;Deneyim;Alameda;4.5;"Sevilla'nın en eski bit pazarı. Her Perşembe Calle Feria üzerinde kurulur; antikalar, kitaplar ve garip objeler bulabilirsiniz.";"Seville's oldest flea market, held every Thursday on Calle Feria; you can find antiques, books, and quirky objects."
Sevilla;Mercado Lonja del Barranco;Restoran;Triana Köprüsü;4.3;Otantik lezzetlerin adresi Mercado Lonja del Barranco, Triana Köprüsü bölgesinin en çok tercih edilen mekanlarından. Sıcak ambiyansı, özenli servisi ve zengin menüsüyle hem yerel halkın hem turistlerin vazgeçilmezi haline gelmiş.;Mercado Lonja del Barranco hosts gourmets in Triana Köprüsü as one of the best representatives of Sevilla's cuisine. Fresh ingredients from local farmers, recipes passed down through generations, and masterful presentations satisfy every palate.
Sevilla;Mercado de Feria;Deneyim;Macarena;4.5;Mercado de Feria, Sevilla'nin Macarena bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Mercado de Feria is a noteworthy destination in Sevilla's Macarena district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.
Sevilla;Mercado de San Jorge;Restoran;Triana;4.4;Triana Köprüsü'nün hemen yanında, yerel ürünlerin ve taze deniz ürünlerinin bulunduğu otantik pazar yeri.;An authentic marketplace next to the Triana Bridge, featuring local produce and fresh seafood.
Sevilla;Mercado de Triana;Restoran;Triana;4.4;Eski bir kale kalıntıları üzerine kurulu, taze ürünler ve tapas duraklarıyla dolu otantik mahalle pazarı.;An authentic neighborhood market built over the ruins of an old castle, full of fresh produce and tapas stalls.
Sevilla;Mercado de la Encarnación;Deneyim;Centro;4.4;Metropol Parasol'un hemen altında yer alan modern pazar yeri. Taze sebze, meyve ve deniz ürünlerinin yanı sıra küçük tapas durakları da var.;A modern marketplace located right under the Metropol Parasol, featuring fresh produce and seafood along with small tapas stalls.
Sevilla;Metropol Parasol (Las Setas);Deneyim;Centro;4.4;Dünyanın en büyük ahşap yapısı. Terasından Sevilla'nın 360 derecelik muhteşem manzarasını izleyebilirsiniz.;The world's largest wooden structure. Its rooftop walkway offers a stunning 360-degree view of Seville.
Sevilla;Moin Café;Cafe;C. Archeros;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.
Sevilla;Monasterio de San Jerónimo;Müze;Dış Mahalle;4.4;Monasterio de San Jerónimo, Sevilla tarihinin en parlak dönemlerinden kalma nadide bir miras. Dış Mahalle bölgesindeki konumuyla şehrin geçmişine açılan bir pencere olan bu yapı, rehberli turlar ve sesli rehber seçenekleriyle zenginleştirilmiş bir ziyaret deneyimi sunuyor.;Monasterio de San Jerónimo is a magnificent structure witnessing Sevilla's rich history. This monumental venue in Dış Mahalle enchants both history buffs and architecture lovers with its centuries-old architecture and cultural significance.
Sevilla;Montana Cocktail bar Sevilla;Bar;C. San Pablo;4.8;Sevilla'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Sophisticated cocktail bar with creative mixology and quality spirits.
Sevilla;Muelle de Nueva York;Bar;Arenal;4.4;Guadalquivir Nehri kenarında modern ve şık bir yürüyüş yolu. Akşamları açık hava barlarıyla canlanan çok keyifli bir alan.;A modern and chic promenade along the Guadalquivir River, a very pleasant area that comes alive with open-air bars in the evening.
Sevilla;Murallas de Sevilla;Deneyim;Macarena;4.5;Geçmişin görkemini günümüze taşıyan Murallas de Sevilla, Macarena'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Geçmişin görkemini günümüze taşıyan Murallas de Sevilla, Macarena'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.
Sevilla;Museo de Artes y Costumbres Populares;Müze;María Luisa;4.6;Sevilla'nın geleneksel yaşamını, kıyafetlerini ve el sanatlarını sergileyen muhteşem bir müze. Maria Luisa Parkı'ndaki Mudéjar Köşkü'nde yer alıyor.;A beautiful museum showcasing traditional Sevillian life, costumes, and crafts, located in the Mudéjar Pavilion of Maria Luisa Park.
Sevilla;Museo de Bellas Artes;Müze;Centro;4.7;Sanat ve tarih meraklılarının uğrak noktası Museo de Bellas Artes, Centro'nın en prestijli müzelerinden biri olarak öne çıkıyor. Özenle düzenlenmiş koleksiyonu, dönemsel sergiler ve son teknoloji sunum yöntemleriyle ziyaretçilerine unutulmaz bir deneyim vaat ediyor.;Museo de Bellas Artes showcases one of the finest examples of Sevilla's cultural richness. Located in Centro, this museum appeals to visitors of all ages with its world-renowned works, interactive exhibits, and educational programs.
Sevilla;Museo del Baile Flamenco;Müze;Santa Cruz;4.3;Museo del Baile Flamenco, Sevilla'nin kültürel zenginliğinin en güzel örneklerinden birini sergiliyor. Santa Cruz bölgesinde konumlanan bu müze, dünya çapında tanınan eserleri, interaktif sergileri ve eğitici programlarıyla her yaş grubundan ziyaretçiye hitap ediyor. Rehberli turlar sayesinde eserlerin hikayelerini derinlemesine keşfetme imkanı bulabilirsiniz.;A must-visit for art and history enthusiasts, Museo del Baile Flamenco stands out as one of Santa Cruz's most prestigious museums. With its carefully curated collection, seasonal exhibitions, and state-of-the-art presentation methods, it promises an unforgettable experience.
Sevilla;Mutante;Bar;C. Fresa;4.6;Sevilla'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Quality establishment offering great experience and warm hospitality.
Sevilla;Márquez - Casa De Comidas;Restoran;C. Harinas;4.9;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 51+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.
Sevilla;NYC ICY;Restoran;Av. de Menéndez Pelayo;4.8;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 74+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.
Sevilla;Naked and Famous Cocktail Bar;Bar;C. Argote de Molina;4.8;Sevilla'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Sophisticated cocktail bar with creative mixology and quality spirits.
Sevilla;Ofelia Specialty Coffee;Cafe;Centro;4.7;Şık dekorasyonu ve özenle hazırlanan nitelikli kahveleriyle son yılların popüler duraklarından.;One of the popular stops in recent years with its stylish decor and carefully prepared specialty coffees.
Sevilla;Ozik Cafeteria;Cafe;C. de Castelar;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.
Sevilla;Pabellón de Marruecos;Deneyim;Cartuja;4.7;Üç Kültür Vakfı'na ev sahipliği yapan ve Fas mimarisinin en zarif örneklerini sunan bina. Sevilla'nın oryantalist yüzü.;The building housing the Foundation of Three Cultures, showcasing the most elegant examples of Moroccan architecture in Seville.
Sevilla;Pabellón de la Navegación;Müze;Cartuja;4.3;Pabellón de la Navegación, Sevilla'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Cartuja bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.;A must-visit for art and history enthusiasts, Pabellón de la Navegación stands out as one of Cartuja's most prestigious museums. With its carefully curated collection, seasonal exhibitions, and state-of-the-art presentation methods, it promises an unforgettable experience.
Sevilla;Palacio de San Telmo;Deneyim;Centro;4.6;Sevilla Barok mimarisinin en görkemli örneklerinden biri. Şimdi Endülüs Hükümet Merkezi olarak kullanılan sarayın girişi muhteşem taş işçiliğine sahip.;One of the most magnificent examples of Seville Baroque architecture. Now the seat of the Andalusian Government, it features a stunning portal.
Sevilla;Palacio de la Condesa de Lebrija;Müze;Centro;4.6;Geçmişin görkemini günümüze taşıyan Palacio de la Condesa de Lebrija, Centro'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.;Geçmişin görkemini günümüze taşıyan Palacio de la Condesa de Lebrija, Centro'nın en önemli tarihi yapılarından biri. Restorasyonlarla korunan özgün dokusu, dönemin yaşam tarzını yansıtan eserleri ve muhteşem mimarisiyle keşfedilmeyi bekliyor.
Sevilla;Palacio de las Dueñas;Müze;Centro;4.5;Palacio de las Dueñas, Sevilla'nin zengin tarihine tanıklık eden muhteşem bir yapı. Centro bölgesindeki bu anıtsal mekan, yüzyılların izlerini taşıyan mimarisi, özgün detayları ve kültürel önemiyle hem tarih tutkunlarını hem mimari severlerini büyülüyor.;Palacio de las Dueñas is a magnificent structure witnessing Sevilla's rich history. This monumental venue in Centro enchants both history buffs and architecture lovers with its centuries-old architecture and cultural significance.
Sevilla;Pan y Circo / Restaurante en el centro de Sevilla;Restoran;C. Rivero;4.7;Yerel ve uluslararası lezzetleri sunan, 4.7 puan ile ödüllendirilen popüler bir restoran. 3466+ ziyaretçi tarafından değerlendirildi.;Quality restaurant with carefully prepared dishes and warm hospitality.
Sevilla;Papelería Ferrer;Deneyim;Centro;4.7;1856'da kurulan ve İspanya'nın en eski kırtasiyesi olan bu dükkan, antika mobilyaları ve özel kalemleri ile bir müze gibi.;Founded in 1856 and the oldest stationery shop in Spain, this store is like a museum with its antique furniture and specialty pens.
Sevilla;Parque de los Príncipes;Park;Los Remedios;4.4;Los Remedios mahallesinde yer alan, büyük göleti ve spor alanlarıyla bilinen huzurlu yerel park.;A peaceful local park in the Los Remedios neighborhood, known for its large pond and sports areas.
Sevilla;Pasteleria Árabe Alcázar;Cafe;C. Tarragona;5;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Quality establishment offering great experience and warm hospitality.
Sevilla;Pastelería Durazno y Chajá;Cafe;C/ Asunción;4.9;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Quality establishment offering great experience and warm hospitality.
Sevilla;Pastelería Sweets and Cakes by Lianna;Cafe;C. Antonio Filpo Rojas;5;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Artisan bakery with fresh pastries, breads and sweet treats.
Sevilla;Petra;Restoran;C. Alfalfa;4.7;Mediterranean restaurant with a classically inspired interior, serving BBQ meats from the wood oven.;Mediterranean restaurant with a classically inspired interior, serving BBQ meats from the wood oven.
Sevilla;Pina y Lola;Bar;C. Betis;4.9;Sevilla'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Quality establishment offering great experience and warm hospitality.
Sevilla;Plaza de América;Park;María Luisa;4.7;Maria Luisa Parkı'nın güneyinde yer alan muhteşem meydan. 'Güvercin Meydanı' olarak da bilinir ve çevresinde üç önemli müze binası bulunur.;A stunning square at the south of Maria Luisa Park. Also known as 'Pigeon Square,' it's surrounded by three important museum buildings.
Sevilla;Plaza de Doña Elvira;Manzara;Santa Cruz;4.7;Santa Cruz'un en güzel meydanı. Portakal ağaçları, seramikli banklar ve fıskiye ile tam bir Endülüs kartpostalı.;The most beautiful square in Santa Cruz. With orange trees, tiled benches, and a fountain, it's a perfect Andalusian postcard.
Sevilla;Plaza de España;Deneyim;María Luisa;4.7;İspanya'nın her ilini temsil eden çini panolarıyla süslü devasa meydan. Sandal kiralayabilir veya mimarinin tadını çıkarabilirsiniz.;A massive square decorated with tiled alcoves representing every province of Spain. You can rent a boat or just enjoy the architecture.
Sevilla;Plaza de Toros de la Maestranza;Deneyim;Arenal;4.5;Plaza de Toros de la Maestranza, Sevilla'nin zengin tarihine tanıklık eden muhteşem bir yapı. Arenal bölgesindeki bu anıtsal mekan, yüzyılların izlerini taşıyan mimarisi, özgün detayları ve kültürel önemiyle hem tarih tutkunlarını hem mimari severlerini büyülüyor.;Carrying the glory of the past to the present, Plaza de Toros de la Maestranza is one of Arenal's most important historical structures. Its preserved original texture and magnificent architecture await discovery.
Sevilla;Plaza de la Alfalfa;Cafe;Centro;4.5;Sevilla'nın en otantik meydanlarından biri. Çocuk parkı, kafeleri ve her daim canlı mahalle atmosferiyle gerçek bir Sevilla klasiği.;One of Seville's most authentic squares. A classic spot with a playground, cafes, and a constantly lively neighborhood atmosphere.
